Beneficiary_ID,Name,Gender,Age,State,District,Category,Income_Level,Scheme_Availed,Benefit_Amount,Year
BEN01717,Libni Dyal,Female,42,Bihar,Narasaraopet,SC,157270,SCH422,20877,2023
BEN01718,Oeshi Keer,Female,69,Karnataka,Sirsa,General,380863,SCH994,20578,2017
BEN01719,Ekiya Borra,Female,73,Tamil Nadu,Narasaraopet,General,147020,SCH025,26886,2017
BEN01720,Bina Vora,Male,27,Maharashtra,Burhanpur,ST,485043,SCH483,33943,2024
BEN01721,Ira Bose,Female,45,Andhra Pradesh,Jamalpur,ST,388933,SCH173,8197,2021
BEN01722,Yatan Palan,Female,76,Uttar Pradesh,Muzaffarpur,ST,112128,SCH587,38056,2021
BEN01723,Rachit Tandon,Male,32,Maharashtra,Kirari Suleman Nagar,OBC,108014,SCH722,49655,2022
BEN01724,Harish Sankaran,Female,35,Uttar Pradesh,Udupi,OBC,449691,SCH843,42923,2025
BEN01725,Yachana Dar,Female,32,Bihar,Pune,General,113529,SCH848,42713,2024
BEN01726,Samesh Seth,Male,48,Karnataka,Berhampur,SC,498469,SCH920,30736,2018
BEN01727,Anika Saini,Male,30,Maharashtra,Rewa,OBC,191542,SCH924,28505,2015
BEN01728,Urishilla Choudhury,Female,36,Tamil Nadu,Gopalpur,OBC,246791,SCH145,22423,2015
BEN01729,Prisha Basu,Male,74,Rajasthan,Raurkela Industrial Township,SC,73440,SCH130,39163,2018
BEN01730,Anvi Saraf,Female,41,Tamil Nadu,Dindigul,SC,179761,SCH604,11900,2022
BEN01731,Chasmum Thaman,Female,52,Delhi,Bally,General,134660,SCH075,11129,2020
BEN01732,Qadim Nagarajan,Male,49,Delhi,Bongaigaon,SC,399699,SCH910,11933,2017
BEN01733,Urmi Nath,Female,68,Andhra Pradesh,Tirunelveli,General,488988,SCH270,19814,2017
BEN01734,Dalaja Choudhary,Male,31,Andhra Pradesh,Kishanganj,General,137316,SCH057,44330,2024
BEN01735,Ekanta Subramaniam,Female,46,Rajasthan,Amroha,General,465167,SCH205,29270,2018
BEN01736,Praneel Goda,Female,77,Rajasthan,Rourkela,ST,252422,SCH989,26187,2015
BEN01737,Avni Basak,Female,20,Tamil Nadu,Gurgaon,SC,457068,SCH629,15754,2020
BEN01738,Kamala Bakshi,Male,39,Delhi,Nadiad,General,269586,SCH755,13562,2025
BEN01739,Arin Sarraf,Female,58,Karnataka,Kulti,SC,476465,SCH286,34529,2024
BEN01740,Ekaja Dugar,Male,31,Karnataka,Jamnagar,SC,457689,SCH116,27517,2019
BEN01741,Gagan Boase,Male,70,Rajasthan,Arrah,ST,199251,SCH082,14769,2018
BEN01742,Robert Minhas,Female,58,Bihar,Ramgarh,General,80974,SCH240,35694,2016
BEN01743,Krish Dube,Female,24,Andhra Pradesh,Bulandshahr,ST,383372,SCH969,29218,2022
BEN01744,Yashodhara Narayanan,Female,44,Tamil Nadu,Ranchi,SC,154869,SCH967,13327,2023
BEN01745,Urvashi Konda,Male,74,Andhra Pradesh,Siwan,General,369982,SCH066,27850,2017
BEN01746,Guneet Suresh,Female,25,Delhi,Nandyal,OBC,107291,SCH245,40778,2019
BEN01747,Bhavani Thaker,Female,71,Delhi,Berhampore,SC,61678,SCH407,45160,2022
BEN01748,Idika Palla,Male,39,Karnataka,Shivpuri,General,477143,SCH087,30284,2017
BEN01749,Aishani Kari,Male,39,Karnataka,Raurkela Industrial Township,General,458549,SCH712,40658,2024
BEN01750,Baghyawati Vala,Female,42,Rajasthan,Tadipatri,OBC,250798,SCH325,14083,2022
BEN01751,Netra Jani,Male,66,Rajasthan,Adoni,SC,202218,SCH346,2018,2024
BEN01752,Frederick Palla,Male,47,West Bengal,Rourkela,OBC,146282,SCH226,8907,2019
BEN01753,Robert Butala,Male,34,Karnataka,Singrauli,OBC,56723,SCH497,44011,2017
BEN01754,Qasim Natt,Male,67,Andhra Pradesh,Akola,OBC,61358,SCH299,46051,2021
BEN01755,Chakradev Rama,Female,37,Uttar Pradesh,Kolhapur,SC,209102,SCH669,3827,2015
BEN01756,Luke Nigam,Male,58,Karnataka,Gandhinagar,OBC,165740,SCH368,39517,2016
BEN01757,Aarav Thaman,Female,65,Bihar,Dharmavaram,General,395854,SCH321,45740,2016
BEN01758,Kai Naik,Male,66,Andhra Pradesh,Rajpur Sonarpur,OBC,100457,SCH811,41652,2020
BEN01759,Eta Buch,Male,40,Delhi,Sasaram,ST,389334,SCH851,18614,2015
BEN01760,Jeet Parmer,Female,41,Uttar Pradesh,Satna,ST,462853,SCH387,23422,2019
BEN01761,Jack Walla,Female,71,Rajasthan,Bangalore,OBC,444947,SCH429,3127,2020
BEN01762,Gabriel Khurana,Male,62,Andhra Pradesh,Ichalkaranji,ST,325635,SCH636,41424,2022
BEN01763,Amara Kamdar,Female,46,Karnataka,Bhilai,ST,115495,SCH577,5989,2021
BEN01764,Zaid Sarraf,Male,51,Delhi,Bilaspur,General,314005,SCH027,47588,2024
BEN01765,Utkarsh Prabhu,Male,20,Andhra Pradesh,Coimbatore,OBC,260583,SCH822,41484,2019
BEN01766,Ucchal Dhawan,Male,39,Rajasthan,Panipat,ST,134113,SCH126,38654,2018
BEN01767,Girindra Maharaj,Male,43,Rajasthan,Salem,General,324238,SCH230,30188,2021
BEN01768,Yashvi Balay,Male,62,Bihar,Raiganj,General,389736,SCH210,29224,2015
BEN01769,Amol Chawla,Female,50,Rajasthan,Rourkela,SC,98469,SCH473,37559,2019
BEN01770,Eshana Pal,Male,71,Delhi,Vasai-Virar,General,471541,SCH383,41382,2015
BEN01771,Libni Dara,Male,34,Andhra Pradesh,Suryapet,OBC,315207,SCH973,42723,2022
BEN01772,Jagat Chaudhry,Male,52,Uttar Pradesh,Bharatpur,OBC,397505,SCH765,11879,2017
BEN01773,Aadi Nagarajan,Male,18,Maharashtra,Bongaigaon,ST,176986,SCH510,42545,2018
BEN01774,Balveer Chopra,Male,46,Tamil Nadu,Amritsar,General,345213,SCH773,47797,2015
BEN01775,Fiyaz Virk,Female,41,Delhi,Davanagere,ST,400055,SCH248,33885,2021
BEN01776,Forum Buch,Male,32,Uttar Pradesh,Tumkur,OBC,376691,SCH708,49711,2020
BEN01777,Balendra Balay,Male,47,Karnataka,Bhatpara,OBC,154209,SCH193,26669,2022
BEN01778,Adweta Kohli,Male,27,West Bengal,Solapur,SC,265164,SCH682,44733,2017
BEN01779,Gunbir Thaman,Female,45,Maharashtra,Gulbarga,OBC,440645,SCH204,6502,2021
BEN01780,Zaitra Chopra,Female,53,Karnataka,Katni,ST,492575,SCH649,12087,2017
BEN01781,Panini Saraf,Male,73,West Bengal,Adoni,SC,460694,SCH501,37617,2022
BEN01782,Yashica Patil,Male,34,Andhra Pradesh,Shivpuri,General,371263,SCH590,17172,2018
BEN01783,Xiti Jhaveri,Female,48,Tamil Nadu,Begusarai,General,421432,SCH038,696,2024
BEN01784,Sanaya Vasa,Female,65,Uttar Pradesh,Amritsar,General,405490,SCH647,42801,2019
BEN01785,Qushi Khanna,Male,66,Delhi,Mysore,SC,356560,SCH144,11572,2024
BEN01786,Christopher Date,Male,37,Delhi,Mango,ST,292165,SCH718,45066,2016
BEN01787,Dayita Palla,Female,68,West Bengal,Salem,SC,183033,SCH086,32631,2016
BEN01788,Lopa Manne,Male,53,Andhra Pradesh,Ahmednagar,ST,226009,SCH061,45281,2015
BEN01789,Onveer Bandi,Female,77,West Bengal,Gandhidham,General,118342,SCH941,25713,2024
BEN01790,Madhav Doctor,Male,50,Delhi,Bhagalpur,SC,152226,SCH769,10382,2015
BEN01791,Warhi Sami,Female,36,Delhi,Tirupati,General,90109,SCH082,22359,2020
BEN01792,Chakradev Nanda,Female,25,Rajasthan,Tadipatri,General,336634,SCH954,38141,2020
BEN01793,Maya Rajan,Male,72,Karnataka,Panvel,OBC,89999,SCH238,38106,2022
BEN01794,Lohit Kumer,Male,37,Bihar,Kakinada,SC,484877,SCH288,41978,2019
BEN01795,Wriddhish Shere,Female,29,Bihar,Rajkot,SC,400203,SCH311,46244,2018
BEN01796,Rachit Naik,Female,46,Bihar,Mangalore,OBC,141053,SCH371,4266,2017
BEN01797,Bhavani Hora,Female,33,Maharashtra,Parbhani,OBC,272793,SCH333,38238,2024
BEN01798,Dhriti Tiwari,Male,27,Maharashtra,Cuttack,OBC,82664,SCH296,31367,2016
BEN01799,Balendra Ramakrishnan,Female,40,Tamil Nadu,Begusarai,General,373391,SCH141,43603,2024
BEN01800,Mohini Manda,Female,50,Karnataka,Hospet,ST,62368,SCH964,40641,2020
BEN01801,Dalaja Dua,Male,80,Maharashtra,Kadapa,ST,185805,SCH114,4962,2020
BEN01802,Akshay Bumb,Male,74,Tamil Nadu,Bijapur,ST,368380,SCH107,19366,2017
BEN01803,Timothy Sarna,Female,73,Karnataka,Udaipur,ST,219971,SCH593,15195,2024
BEN01804,Akshay Loke,Female,29,Karnataka,Mahbubnagar,OBC,177101,SCH246,45854,2024
BEN01805,Anita Bahl,Male,79,Bihar,Karnal,OBC,134690,SCH055,12536,2022
BEN01806,Dipta Prashad,Male,30,Uttar Pradesh,Jhansi,SC,233562,SCH125,20911,2016
BEN01807,Odika Cheema,Female,49,Maharashtra,Guntakal,ST,426255,SCH778,15561,2018
BEN01808,Avni Mangat,Male,43,Rajasthan,Vijayanagaram,ST,440968,SCH968,659,2025
BEN01809,Jalsa Tank,Female,18,Karnataka,Buxar,OBC,247420,SCH655,3661,2023
BEN01810,Logan Deep,Male,59,Bihar,Avadi,General,285581,SCH453,6024,2017
BEN01811,Warjas Mall,Female,65,Bihar,Bhagalpur,SC,51197,SCH954,37110,2023
BEN01812,Ati Balan,Female,45,Andhra Pradesh,Tadepalligudem,SC,281002,SCH672,4179,2023
BEN01813,Jagrati Madan,Male,23,Maharashtra,Kharagpur,General,128728,SCH638,17413,2022
BEN01814,Wakeeta Chandran,Female,66,Delhi,Moradabad,SC,427134,SCH033,27983,2025
BEN01815,Anya Soni,Female,72,Andhra Pradesh,Gudivada,General,189452,SCH002,14077,2015
BEN01816,Aishani Ravel,Male,22,West Bengal,Patiala,SC,429161,SCH989,20093,2023
BEN01817,Neha Ganesh,Male,31,West Bengal,Sasaram,ST,74406,SCH286,18436,2021
BEN01818,Jairaj Keer,Male,52,Bihar,Ambattur,ST,132211,SCH630,43573,2016
BEN01819,Xiti Thakur,Male,70,Uttar Pradesh,Guwahati,ST,161229,SCH469,4620,2025
BEN01820,Aadhya Srivastava,Female,77,Tamil Nadu,Muzaffarnagar,General,137299,SCH390,23922,2024
BEN01821,Tanmayi Srinivas,Male,33,West Bengal,Ranchi,ST,429328,SCH726,26291,2022
BEN01822,Kala Merchant,Female,55,Karnataka,Guntakal,OBC,228473,SCH527,25146,2020
BEN01823,Pushti Bali,Female,77,Rajasthan,Sultan Pur Majra,ST,280344,SCH216,44080,2024
BEN01824,Faraj Chada,Female,62,Andhra Pradesh,Kalyan-Dombivli,General,428833,SCH071,19009,2023
BEN01825,Hemani Konda,Male,79,Tamil Nadu,Davanagere,General,247411,SCH916,7569,2021
BEN01826,Chatura Kadakia,Female,19,Rajasthan,Karnal,General,163002,SCH630,26094,2015
BEN01827,Wyatt Sagar,Female,38,Rajasthan,Serampore,ST,225678,SCH421,47568,2019
BEN01828,Tanish Vig,Male,52,West Bengal,Buxar,OBC,457077,SCH993,2720,2017
BEN01829,Yochana Ratti,Male,38,Bihar,Tadepalligudem,ST,257675,SCH911,24168,2016
BEN01830,Faqid Dugar,Female,50,Karnataka,Raebareli,SC,378606,SCH264,11332,2015
BEN01831,Avni Keer,Female,71,Maharashtra,South Dumdum,SC,290506,SCH362,30020,2024
BEN01832,Ekta Gola,Male,67,Karnataka,Anantapuram,SC,124714,SCH578,40471,2023
BEN01833,Lopa Date,Female,20,Uttar Pradesh,Proddatur,ST,155031,SCH819,41113,2019
BEN01834,Robert Goda,Female,44,Karnataka,Patna,SC,211609,SCH158,31190,2019
BEN01835,Vamakshi Raju,Female,19,Maharashtra,New Delhi,General,324174,SCH799,18891,2020
BEN01836,Jack Trivedi,Male,36,Bihar,Sagar,General,65847,SCH626,32595,2015
BEN01837,Oviya Saran,Male,49,Andhra Pradesh,Mau,ST,218865,SCH783,28090,2021
BEN01838,Oeshi Kalla,Male,80,Delhi,Phagwara,General,283639,SCH630,5808,2015
BEN01839,Daksha Upadhyay,Female,49,Delhi,Solapur,ST,235657,SCH070,20793,2015
BEN01840,Pahal Hegde,Male,52,Rajasthan,Pali,SC,171619,SCH564,11294,2025
BEN01841,Bhavani Agarwal,Female,32,Karnataka,Ballia,General,434392,SCH226,24151,2016
BEN01842,Laksh Ravi,Male,40,Uttar Pradesh,Bhilwara,SC,170266,SCH589,25885,2015
BEN01843,Aarini Solanki,Female,24,Karnataka,Karaikudi,General,453968,SCH455,43783,2022
BEN01844,Mitali Goyal,Male,41,Uttar Pradesh,Rampur,ST,69156,SCH090,13812,2022
BEN01845,Abeer Bains,Male,57,Bihar,Ghaziabad,SC,217671,SCH074,21231,2022
BEN01846,Brinda Mahal,Female,68,Tamil Nadu,Panvel,General,156772,SCH897,27306,2023
BEN01847,Anvi Singhal,Female,25,Tamil Nadu,Mehsana,OBC,361942,SCH182,25621,2017
BEN01848,Anvi Divan,Female,18,West Bengal,Jalgaon,OBC,318928,SCH645,23401,2018
BEN01849,Hemang Chaudhuri,Female,39,Karnataka,Madanapalle,ST,236427,SCH561,41968,2016
BEN01850,Niharika Khalsa,Female,61,Andhra Pradesh,Bhavnagar,OBC,395607,SCH449,4263,2023
BEN01851,Triya Zacharia,Male,23,West Bengal,Begusarai,OBC,169597,SCH357,6331,2022
BEN01852,Jagrati Dhaliwal,Female,23,Delhi,Raebareli,General,427415,SCH894,36607,2015
BEN01853,Faqid Nazareth,Female,30,West Bengal,Nangloi Jat,ST,114542,SCH698,22854,2018
BEN01854,Vedika Banik,Female,64,Bihar,Gopalpur,General,302781,SCH450,34318,2016
BEN01855,Ridhi Ganguly,Female,24,Delhi,Guna,General,107194,SCH982,36202,2017
BEN01856,Kashish Nori,Female,60,Maharashtra,Gaya,OBC,110460,SCH209,35412,2023
BEN01857,Aarini Seshadri,Female,25,West Bengal,Unnao,SC,81499,SCH694,10969,2018
BEN01858,Balendra Munshi,Male,65,Delhi,Thanjavur,SC,424378,SCH539,6612,2016
BEN01859,Jagat D’Alia,Female,52,Andhra Pradesh,Bhusawal,OBC,490189,SCH764,891,2024
BEN01860,Daniel Dutt,Male,20,Delhi,Kollam,SC,398595,SCH526,43463,2023
BEN01861,Ishaan Deshpande,Female,61,Andhra Pradesh,Jhansi,OBC,371532,SCH924,36993,2019
BEN01862,Falguni Zachariah,Male,19,West Bengal,Bhimavaram,ST,364520,SCH261,34384,2015
BEN01863,Harinakshi Manda,Female,78,Bihar,Ambarnath,General,414674,SCH628,17162,2020
BEN01864,Abhiram Dugal,Male,61,Bihar,Bharatpur,OBC,482081,SCH817,1677,2019
BEN01865,Nirja Bahl,Male,56,Maharashtra,Dehri,SC,110711,SCH891,44718,2023
BEN01866,Bishakha Karpe,Female,64,Uttar Pradesh,Aurangabad,OBC,448496,SCH962,21578,2023
BEN01867,Mahika Kari,Female,59,Andhra Pradesh,Tiruppur,OBC,328931,SCH775,29531,2023
BEN01868,Oviya Pingle,Male,34,Bihar,Raipur,OBC,63190,SCH685,30931,2022
BEN01869,Vedant Narasimhan,Male,33,Rajasthan,Sirsa,ST,389161,SCH728,6563,2018
BEN01870,Vansha Narain,Male,74,West Bengal,Pimpri-Chinchwad,OBC,197547,SCH368,29205,2024
BEN01871,Siya Dyal,Female,42,Delhi,Mau,General,292603,SCH721,20940,2020
BEN01872,Charan Raja,Female,71,West Bengal,Morbi,ST,276141,SCH678,6946,2021
BEN01873,Qabil Oak,Male,18,West Bengal,Chandrapur,SC,346368,SCH757,4561,2018
BEN01874,Harsh De,Female,56,Rajasthan,Tirupati,General,167023,SCH522,2505,2022
BEN01875,Ubika Dhillon,Female,64,Tamil Nadu,Tiruchirappalli,ST,84879,SCH390,2950,2021
BEN01876,Chandresh Kakar,Male,38,Andhra Pradesh,New Delhi,ST,489551,SCH999,23831,2021
BEN01877,Bhavani Iyer,Male,18,Delhi,Dhanbad,OBC,366606,SCH644,23363,2016
BEN01878,Yatan Gokhale,Male,50,Delhi,Gwalior,OBC,75315,SCH600,3977,2020
BEN01879,Barkha Varma,Male,34,West Bengal,South Dumdum,General,79264,SCH642,36469,2024
BEN01880,Bakhshi Chaudhary,Female,66,Uttar Pradesh,Machilipatnam,SC,90276,SCH597,19656,2022
BEN01881,Manan Sinha,Female,40,Bihar,Aurangabad,ST,383311,SCH672,45352,2024
BEN01882,Vrinda Date,Female,77,Rajasthan,Mysore,SC,84484,SCH915,27265,2016
BEN01883,Kritika Sridhar,Male,80,Karnataka,Mumbai,OBC,50831,SCH907,39824,2018
BEN01884,Yadavi Doshi,Female,55,Karnataka,Silchar,OBC,211864,SCH897,22377,2023
BEN01885,Max Bir,Male,46,Uttar Pradesh,Suryapet,SC,116353,SCH652,25873,2022
BEN01886,Harini Jaggi,Male,28,Andhra Pradesh,Jabalpur,ST,363564,SCH872,37289,2025
BEN01887,Hardik Kuruvilla,Female,18,Bihar,Bally,General,169754,SCH481,48023,2017
BEN01888,Jagrati Balay,Male,50,West Bengal,Bhimavaram,ST,415776,SCH604,2196,2018
BEN01889,Manya Narayanan,Male,57,Bihar,Sonipat,ST,424699,SCH020,41092,2020
BEN01890,Veda Pal,Female,49,Karnataka,Salem,ST,85873,SCH971,42616,2025
BEN01891,Brinda Balay,Female,37,Delhi,Shimoga,SC,383929,SCH139,28408,2025
BEN01892,Girish Sood,Male,57,Karnataka,Korba,OBC,212003,SCH683,31898,2024
BEN01893,Ranveer Goda,Female,52,Rajasthan,Bangalore,SC,415927,SCH507,19180,2016
BEN01894,Charita Sidhu,Male,24,Rajasthan,Chapra,ST,399442,SCH088,13147,2019
BEN01895,Januja Venkatesh,Female,74,Karnataka,Hapur,ST,223554,SCH514,14062,2020
BEN01896,Jatin Atwal,Female,72,Rajasthan,Pondicherry,ST,250785,SCH627,36923,2015
BEN01897,Triveni Jha,Male,46,Andhra Pradesh,South Dumdum,OBC,122658,SCH395,13373,2023
BEN01898,Ati Chaudhry,Male,32,Delhi,Bulandshahr,SC,338739,SCH353,12941,2018
BEN01899,Maanav Parsa,Male,48,Tamil Nadu,Durg,OBC,450733,SCH744,2899,2020
BEN01900,Divya Murty,Female,57,Andhra Pradesh,Bhubaneswar,General,224398,SCH166,45476,2023
BEN01901,Ekapad Roy,Male,67,West Bengal,Gorakhpur,OBC,354439,SCH350,20956,2016
BEN01902,Matthew Krishna,Female,19,Bihar,Kulti,General,295946,SCH274,36292,2023
BEN01903,Lekha Khurana,Male,66,Maharashtra,Machilipatnam,General,293002,SCH544,34542,2015
BEN01904,Rajeshri Kanda,Female,38,Delhi,Bhavnagar,ST,279442,SCH319,1216,2017
BEN01905,Kai Apte,Female,27,West Bengal,Jalna,OBC,322295,SCH602,32999,2025
BEN01906,Rudra Agate,Female,28,Karnataka,Vadodara,ST,430778,SCH837,30825,2018
BEN01907,Ronith Srinivas,Male,65,Andhra Pradesh,Bhilwara,OBC,416746,SCH438,20243,2021
BEN01908,Hitesh Krishnamurthy,Male,60,Andhra Pradesh,Udaipur,General,136118,SCH639,34094,2017
BEN01909,Kalpit Yadav,Male,45,Karnataka,Jorhat,OBC,60903,SCH749,6754,2018
BEN01910,Prisha Padmanabhan,Female,39,Rajasthan,Rourkela,OBC,154487,SCH514,5616,2023
BEN01911,George D’Alia,Female,54,Rajasthan,Etawah,ST,236424,SCH106,13526,2024
BEN01912,Quincy Lal,Female,49,Uttar Pradesh,Muzaffarpur,OBC,226440,SCH075,40434,2025
BEN01913,Chanakya Bobal,Male,79,West Bengal,Gangtok,General,268476,SCH898,35709,2016
BEN01914,Anita Sur,Female,37,Bihar,Cuttack,OBC,292336,SCH307,47401,2021
BEN01915,Agastya Peri,Female,23,Andhra Pradesh,Tirupati,General,224870,SCH649,40537,2022
BEN01916,Noah Bhargava,Male,35,West Bengal,Cuttack,ST,349944,SCH921,48593,2016
BEN01917,Yutika Vohra,Male,28,Andhra Pradesh,Bhilai,ST,138322,SCH234,12797,2025
BEN01918,Gavin Srinivas,Male,38,Rajasthan,Rajkot,OBC,347356,SCH840,38453,2023
BEN01919,Zilmil Parmar,Female,53,West Bengal,Nadiad,OBC,252398,SCH598,41106,2020
BEN01920,Nandini Sani,Male,62,Bihar,Farrukhabad,General,303062,SCH363,24465,2021
BEN01921,Januja Jhaveri,Male,39,Uttar Pradesh,Mangalore,SC,273475,SCH750,40769,2016
BEN01922,Eshana Sanghvi,Male,77,Andhra Pradesh,Satna,General,368702,SCH495,28212,2015
BEN01923,Chanchal Babu,Female,35,Andhra Pradesh,Kalyan-Dombivli,SC,330355,SCH732,19834,2023
BEN01924,Vasudha Borde,Male,21,West Bengal,Karnal,ST,371457,SCH894,16597,2017
BEN01925,Turvi Gade,Male,74,Karnataka,Amritsar,General,133585,SCH179,21865,2024
BEN01926,Harshil Sagar,Female,28,Rajasthan,Tirupati,OBC,348789,SCH848,38434,2019
BEN01927,Faqid Kothari,Female,79,Maharashtra,Malegaon,General,368136,SCH116,43449,2022
BEN01928,Gagan Randhawa,Male,52,Andhra Pradesh,Karimnagar,ST,259541,SCH159,37043,2024
BEN01929,Dhruv Dutt,Male,48,Maharashtra,Davanagere,SC,310320,SCH029,37457,2020
BEN01930,Manya Hayre,Female,48,Karnataka,Baranagar,OBC,231132,SCH782,10969,2022
BEN01931,Oviya Upadhyay,Male,22,Karnataka,Mathura,OBC,401358,SCH103,20455,2022
BEN01932,Raksha Sagar,Female,41,Rajasthan,Thrissur,ST,252196,SCH971,10363,2018
BEN01933,Ishani Salvi,Male,61,Tamil Nadu,Satna,SC,112838,SCH834,28001,2017
BEN01934,Kala Saraf,Female,74,West Bengal,Kirari Suleman Nagar,OBC,266414,SCH481,21528,2025
BEN01935,Harrison Parsa,Female,80,Rajasthan,Hubli–Dharwad,OBC,490329,SCH410,35001,2024
BEN01936,Frado Kari,Female,48,Bihar,Kottayam,SC,261601,SCH606,21119,2016
BEN01937,Ubika Shan,Female,59,Tamil Nadu,Morena,ST,163084,SCH515,4194,2015
BEN01938,Abeer Randhawa,Female,58,Karnataka,Imphal,ST,98924,SCH206,20953,2016
BEN01939,Upma Barad,Male,54,Rajasthan,Agartala,SC,191178,SCH241,43915,2016
BEN01940,Avi Cherian,Male,71,Bihar,Aizawl,General,271388,SCH256,4240,2019
BEN01941,Advik Dubey,Female,58,Karnataka,Berhampur,General,495422,SCH012,24669,2024
BEN01942,Osha Dhawan,Female,57,Delhi,Dibrugarh,General,222034,SCH045,2571,2021
BEN01943,Ayush Shan,Male,70,West Bengal,Raichur,SC,374380,SCH364,1733,2021
BEN01944,Udant Bava,Male,74,Delhi,Jamalpur,ST,469780,SCH190,46965,2025
BEN01945,Sneha Rajagopalan,Female,63,Tamil Nadu,Pali,ST,407340,SCH789,30287,2015
BEN01946,Advika Dey,Male,76,West Bengal,Asansol,OBC,185660,SCH387,23078,2017
BEN01947,Hitesh Banik,Female,20,West Bengal,Bahraich,ST,95793,SCH494,47776,2021
BEN01948,Sneha Sule,Female,25,Maharashtra,Sirsa,ST,299967,SCH017,48019,2015
BEN01949,Urishilla Kapur,Female,45,Rajasthan,Bidhannagar,ST,435920,SCH708,2587,2016
BEN01950,Ikbal Gour,Male,35,West Bengal,Berhampur,SC,330664,SCH320,37135,2022
BEN01951,Jagvi Brahmbhatt,Male,76,Rajasthan,Gandhidham,ST,346498,SCH769,34746,2019
BEN01952,Manya Pant,Male,68,Rajasthan,Kollam,SC,436383,SCH280,49730,2025
BEN01953,Yadavi Sengupta,Female,67,Uttar Pradesh,Silchar,General,444058,SCH672,32934,2024
BEN01954,Urmi Yohannan,Male,50,Karnataka,Bardhaman,ST,68028,SCH747,33570,2021
BEN01955,Nisha Yadav,Male,41,Rajasthan,Kishanganj,ST,480671,SCH660,20192,2021
BEN01956,Bhavini Dash,Male,32,Bihar,Davanagere,SC,50715,SCH337,20208,2015
BEN01957,Edhitha Butala,Male,77,Rajasthan,Guwahati,General,295193,SCH105,26460,2025
BEN01958,Devansh Sur,Female,32,Delhi,Ongole,ST,434960,SCH131,27513,2019
BEN01959,Aarav Bala,Male,20,Uttar Pradesh,Kishanganj,SC,465471,SCH511,31132,2019
BEN01960,Ikbal Biswas,Female,50,Rajasthan,Katihar,ST,378328,SCH329,7644,2024
BEN01961,Saumya Samra,Male,19,Maharashtra,Katni,ST,192142,SCH176,21332,2022
BEN01962,Lila Yadav,Male,63,Delhi,Durgapur,OBC,376910,SCH229,8035,2015
BEN01963,Ranbir Kulkarni,Female,47,Rajasthan,Siliguri,SC,297653,SCH801,18488,2015
BEN01964,Oviya Lall,Female,58,Bihar,Narasaraopet,SC,259751,SCH037,15804,2025
BEN01965,Samesh Hora,Female,64,Bihar,Ujjain,SC,202416,SCH890,1915,2016
BEN01966,Jagrati Jaggi,Male,73,Delhi,Thanjavur,General,100775,SCH679,33500,2024
BEN01967,Tarak Pant,Male,23,Maharashtra,Korba,SC,495249,SCH590,4659,2024
BEN01968,Bachittar Mahajan,Male,66,Rajasthan,Malda,OBC,491746,SCH543,15502,2025
BEN01969,Dhriti Madan,Male,54,Maharashtra,Pimpri-Chinchwad,ST,323993,SCH960,23824,2023
BEN01970,Yahvi Sunder,Female,50,Uttar Pradesh,Nizamabad,ST,80691,SCH708,20498,2018
BEN01971,Vansha Borde,Male,39,Tamil Nadu,Bhilai,General,277489,SCH017,24748,2018
BEN01972,Irya Vohra,Female,39,Rajasthan,Bhimavaram,SC,445218,SCH167,31017,2019
BEN01973,Turvi Sarna,Female,57,Andhra Pradesh,Dewas,General,175098,SCH433,22054,2022
BEN01974,Indali Mand,Female,67,Tamil Nadu,South Dumdum,SC,259109,SCH935,15199,2018
BEN01975,Warda Savant,Female,51,Uttar Pradesh,Rajkot,General,445876,SCH206,22768,2015
BEN01976,Meghana Jaggi,Male,29,Uttar Pradesh,Arrah,SC,250410,SCH307,40440,2022
BEN01977,Brinda Ravel,Male,35,Bihar,Nandyal,General,228066,SCH085,35145,2023
BEN01978,Chaitanya Sethi,Male,75,Tamil Nadu,Adoni,OBC,349252,SCH864,29095,2016
BEN01979,Lajita Nayar,Female,80,Andhra Pradesh,Chapra,ST,317984,SCH904,25385,2019
BEN01980,Aradhana Mukhopadhyay,Male,36,Maharashtra,Bangalore,General,433139,SCH650,32809,2016
BEN01981,Baghyawati Ganesh,Male,62,West Bengal,Ballia,General,190898,SCH423,17337,2018
BEN01982,Faras Suresh,Female,55,Uttar Pradesh,Jammu,SC,137534,SCH382,1011,2021
BEN01983,Amol Sankaran,Male,55,Karnataka,Panchkula,General,333437,SCH071,21704,2020
BEN01984,Irya Varty,Female,27,Uttar Pradesh,Amaravati,SC,231136,SCH319,28550,2020
BEN01985,Vedika Agrawal,Female,34,Bihar,Kalyan-Dombivli,OBC,56176,SCH230,23534,2016
BEN01986,Parth Suri,Male,75,Rajasthan,Surat,ST,323157,SCH258,39891,2017
BEN01987,Aashi Choudhry,Male,69,Maharashtra,Bhalswa Jahangir Pur,General,425747,SCH295,40439,2023
BEN01988,Amruta Mahal,Male,29,Rajasthan,Thrissur,General,235487,SCH432,25402,2025
BEN01989,Omisha Comar,Female,42,Tamil Nadu,Karawal Nagar,General,499345,SCH898,24544,2022
BEN01990,Abhiram Kunda,Male,50,Maharashtra,Bidar,ST,154287,SCH368,18867,2017
BEN01991,Irya Kata,Male,52,Maharashtra,Bidar,ST,97460,SCH476,14828,2016
BEN01992,Gaurav Ratti,Female,61,Tamil Nadu,Raurkela Industrial Township,ST,413394,SCH659,47758,2018
